,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHARLOTTE_ACTION,SAN ANTONIO_SCORE,CHARLOTTE_SCORE
435,4,2:11.0,M. Belinelli misses 2-pt jump shot from 2 ft,,100,102
436,4,2:06.0,Offensive rebound by L. Aldridge,,100,102
437,4,2:06.0,L. Aldridge makes 2-pt dunk from 1 ft,,102,102
438,4,1:48.0,,M. Williams misses 3-pt jump shot from 25 ft,102,102
439,4,1:46.0,Defensive rebound by M. Belinelli,,102,102
440,4,1:38.0,L. Aldridge misses 2-pt layup from 3 ft,,102,102
441,4,1:35.0,,Defensive rebound by K. Walker,102,102
442,4,1:30.0,,K. Walker makes 2-pt jump shot from 18 ft,102,104
443,4,1:19.0,Personal foul by F. Kaminsky (drawn by L. Aldridge),,102,104
444,4,1:19.0,L. Aldridge makes free throw 1 of 2,,103,104
445,4,1:19.0,D. White enters the game for B. Forbes,,103,104
446,4,1:19.0,L. Aldridge makes free throw 2 of 2,,104,104
447,4,1:08.0,,M. Williams misses 3-pt jump shot from 25 ft,104,104
448,4,1:01.0,Defensive rebound by R. Gay,,104,104
449,4,0:52.0,D. DeRozan makes 2-pt jump shot from 18 ft,,106,104
450,4,0:51.0,,Charlotte full timeout,106,104
451,4,0:51.0,B. Forbes enters the game for M. Belinelli,,106,104
452,4,0:42.0,,K. Walker makes 2-pt layup from 1 ft (assist by F. Kaminsky),106,106
453,4,0:31.0,D. DeRozan misses 2-pt layup from 2 ft,,106,106
454,4,0:29.0,,Defensive rebound by F. Kaminsky,106,106
455,4,0:21.0,,K. Walker misses 2-pt layup from 3 ft,106,106
456,4,0:19.0,Defensive rebound by L. Aldridge,,106,106
457,4,0:00.0,D. DeRozan misses 2-pt jump shot from 17 ft,,106,106
458,4,0:00.0,Offensive rebound by Team,,106,106
459,1OT,4:42.0,,D. Bacon misses 3-pt jump shot from 25 ft,106,106
460,1OT,4:39.0,Defensive rebound by D. DeRozan,,106,106
461,1OT,4:31.0,D. White misses 2-pt layup from 3 ft,,106,106
462,1OT,4:31.0,,Defensive rebound by Team,106,106
463,1OT,4:31.0,Loose ball foul by L. Aldridge (drawn by M. Williams),,106,106
464,1OT,4:16.0,,K. Walker makes 2-pt jump shot from 13 ft,106,108
465,1OT,3:57.0,R. Gay misses 2-pt jump shot from 10 ft,,106,108
466,1OT,3:53.0,,Defensive rebound by K. Walker,106,108
467,1OT,3:44.0,,K. Walker makes 2-pt layup from 1 ft,106,110
468,1OT,3:21.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by D. White),,109,110
469,1OT,3:06.0,,K. Walker makes 3-pt jump shot from 26 ft,109,113
470,1OT,2:38.0,D. White misses 3-pt jump shot from 22 ft,,109,113
471,1OT,2:37.0,Offensive rebound by D. DeRozan,,109,113
472,1OT,2:34.0,R. Gay misses 3-pt jump shot from 26 ft,,109,113
473,1OT,2:31.0,,Defensive rebound by F. Kaminsky,109,113
474,1OT,2:19.0,,M. Williams misses 3-pt jump shot from 24 ft,109,113
475,1OT,2:16.0,Defensive rebound by M. Belinelli,,109,113
476,1OT,2:12.0,M. Belinelli misses 3-pt jump shot from 25 ft,,109,113
477,1OT,2:09.0,,Defensive rebound by M. Williams,109,113
478,1OT,1:51.0,,D. Bacon makes 3-pt jump shot from 26 ft,109,116
479,1OT,1:50.0,San Antonio full timeout,,109,116
480,1OT,1:50.0,D. Bertāns enters the game for R. Gay,,109,116
481,1OT,1:38.0,Turnover by D. White (bad pass; steal by D. Bacon),,109,116
482,1OT,1:18.0,,K. Walker makes 3-pt jump shot from 28 ft,109,119
483,1OT,1:11.0,M. Belinelli misses 3-pt jump shot from 27 ft,,109,119
484,1OT,1:08.0,Offensive rebound by D. White,,109,119
485,1OT,1:05.0,M. Belinelli misses 2-pt jump shot from 19 ft,,109,119
486,1OT,1:03.0,Offensive rebound by L. Aldridge,,109,119
487,1OT,1:03.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by L. Aldridge),,112,119
488,1OT,1:02.0,,Personal foul by D. White (drawn by K. Walker),112,119
489,1OT,0:55.0,,Personal foul by D. Bertāns (drawn by K. Walker),112,119
490,1OT,0:55.0,,K. Walker makes free throw 1 of 2,112,120
491,1OT,0:55.0,,D. Graham enters the game for F. Kaminsky,112,120
492,1OT,0:55.0,,K. Walker misses free throw 2 of 2,112,120
493,1OT,0:52.0,Defensive rebound by D. Bertāns,,112,120
494,1OT,0:48.0,D. DeRozan makes 2-pt dunk from 2 ft,,114,120
495,1OT,0:45.0,,Personal take foul by M. Belinelli (drawn by D. Graham),114,120
496,1OT,0:45.0,,D. Graham makes free throw 1 of 2,114,121
497,1OT,0:45.0,B. Forbes enters the game for D. DeRozan,,114,121
498,1OT,0:45.0,P. Mills enters the game for D. White,,114,121
499,1OT,0:45.0,,D. Graham makes free throw 2 of 2,114,122
500,1OT,0:39.0,B. Forbes makes 2-pt layup from 2 ft,,116,122
501,1OT,0:37.0,,Personal take foul by B. Forbes (drawn by D. Graham),116,122
502,1OT,0:37.0,,D. Graham misses free throw 1 of 2,116,122
503,1OT,0:37.0,,Offensive rebound by Team,116,122
504,1OT,0:37.0,,D. Graham makes free throw 2 of 2,116,123
505,1OT,0:37.0,San Antonio full timeout,,116,123
506,1OT,0:37.0,D. DeRozan enters the game for M. Belinelli,,116,123
507,1OT,0:37.0,R. Gay enters the game for D. Bertāns,,116,123
508,1OT,0:37.0,D. White enters the game for P. Mills,,116,123
509,1OT,0:35.0,B. Forbes misses 3-pt jump shot from 28 ft,,116,123
510,1OT,0:35.0,,Defensive rebound by D. Bacon,116,123
511,1OT,0:28.0,,Personal take foul by D. White (drawn by D. Graham),116,123
512,1OT,0:28.0,,D. Graham makes free throw 1 of 2,116,124
513,1OT,0:28.0,Q. Pondexter enters the game for L. Aldridge,,116,124
514,1OT,0:28.0,L. Walker enters the game for D. DeRozan,,116,124
515,1OT,0:28.0,,D. Graham makes free throw 2 of 2,116,125
516,1OT,0:21.0,R. Gay misses 3-pt jump shot from 27 ft,,116,125
517,1OT,0:18.0,,Defensive rebound by K. Walker,116,125
