,QUARTER,TIME_REMAINING,DETROIT_ACTION,PORTLAND_ACTION,DETROIT_SCORE,PORTLAND_SCORE
0,1,11:42.0,Turnover by R. Jackson (bad pass; steal by M. Harkless),,0,0
1,1,11:34.0,,A. Aminu makes 2-pt dunk at rim (assist by M. Harkless),0,2
2,1,11:24.0,Turnover by B. Griffin (out of bounds lost ball),,0,2
3,1,11:01.0,,J. Layman misses 3-pt jump shot from 25 ft,0,2
4,1,10:58.0,Defensive rebound by W. Ellington,,0,2
5,1,10:45.0,R. Jackson makes 3-pt jump shot from 27 ft (assist by W. Ellington),,3,2
6,1,10:23.0,,M. Harkless misses 2-pt layup from 1 ft,3,2
7,1,10:21.0,Defensive rebound by A. Drummond,,3,2
8,1,10:16.0,B. Griffin makes 2-pt layup from 2 ft (assist by R. Jackson),,5,2
9,1,9:55.0,,J. Nurkić misses 2-pt hook shot from 3 ft,5,2
10,1,9:54.0,,Offensive rebound by A. Aminu,5,2
11,1,9:54.0,,Shooting foul by R. Jackson (drawn by A. Aminu),5,2
12,1,9:54.0,,A. Aminu makes free throw 1 of 2,5,3
13,1,9:54.0,,A. Aminu makes free throw 2 of 2,5,4
14,1,9:40.0,B. Griffin makes 2-pt layup from 1 ft,,7,4
15,1,9:22.0,,Turnover by J. Nurkić (bad pass; steal by W. Ellington),7,4
16,1,9:13.0,A. Drummond makes 2-pt jump shot from 10 ft,,9,4
17,1,8:55.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),9,7
18,1,8:40.0,R. Jackson misses 2-pt jump shot from 19 ft,,9,7
19,1,8:36.0,Offensive rebound by A. Drummond,,9,7
20,1,8:36.0,A. Drummond misses 2-pt layup at rim,,9,7
21,1,8:36.0,,Defensive rebound by D. Lillard,9,7
22,1,8:21.0,,J. Nurkić makes 2-pt hook shot from 6 ft (assist by A. Aminu),9,9
23,1,8:01.0,W. Ellington misses 3-pt jump shot from 29 ft,,9,9
24,1,7:59.0,,Defensive rebound by M. Harkless,9,9
25,1,7:53.0,,Personal foul by A. Drummond (drawn by D. Lillard),9,9
26,1,7:47.0,,Turnover by D. Lillard (bad pass; steal by B. Griffin),9,9
27,1,7:36.0,Shooting foul by J. Layman (drawn by R. Jackson),,9,9
28,1,7:36.0,R. Jackson makes free throw 1 of 2,,10,9
29,1,7:36.0,R. Jackson makes free throw 2 of 2,,11,9
30,1,7:23.0,,M. Harkless misses 2-pt dunk from 2 ft,11,9
31,1,7:20.0,Defensive rebound by A. Drummond,,11,9
32,1,7:08.0,R. Jackson makes 3-pt jump shot from 26 ft (assist by B. Griffin),,14,9
33,1,6:54.0,,M. Harkless makes 3-pt jump shot from 25 ft (assist by D. Lillard),14,12
34,1,6:41.0,,Portland full timeout,14,12
35,1,6:35.0,W. Ellington misses 3-pt jump shot from 24 ft,,14,12
36,1,6:32.0,,Defensive rebound by D. Lillard,14,12
37,1,6:27.0,,Shooting foul by B. Griffin (drawn by J. Nurkić),14,12
38,1,6:27.0,,J. Nurkić misses free throw 1 of 2,14,12
39,1,6:27.0,,Offensive rebound by Team,14,12
40,1,6:27.0,,J. Nurkić makes free throw 2 of 2,14,13
41,1,6:13.0,B. Griffin misses 3-pt jump shot from 23 ft,,14,13
42,1,6:10.0,Offensive rebound by B. Brown,,14,13
43,1,6:00.0,R. Jackson makes 2-pt layup from 1 ft,,16,13
44,1,5:49.0,,D. Lillard makes 3-pt jump shot from 30 ft,16,16
45,1,5:41.0,A. Drummond misses 2-pt layup from 1 ft,,16,16
46,1,5:39.0,,Defensive rebound by A. Aminu,16,16
47,1,5:32.0,,D. Lillard makes 3-pt jump shot from 25 ft,16,19
48,1,5:18.0,B. Griffin misses 3-pt jump shot from 24 ft,,16,19
49,1,5:15.0,,Defensive rebound by J. Nurkić,16,19
50,1,5:05.0,,Personal foul by R. Jackson (drawn by A. Aminu),16,19
51,1,5:05.0,L. Kennard enters the game for W. Ellington,,16,19
52,1,5:05.0,I. Smith enters the game for R. Jackson,,16,19
53,1,5:05.0,,R. Hood enters the game for J. Layman,16,19
54,1,4:55.0,,M. Harkless misses 3-pt jump shot from 23 ft,16,19
55,1,4:49.0,,Offensive rebound by R. Hood,16,19
56,1,4:45.0,,R. Hood misses 2-pt jump shot from 12 ft,16,19
57,1,4:42.0,Defensive rebound by A. Drummond,,16,19
58,1,4:25.0,B. Griffin misses 2-pt layup from 1 ft,,16,19
59,1,4:24.0,,Defensive rebound by J. Nurkić,16,19
60,1,4:15.0,,D. Lillard makes 2-pt layup from 1 ft,16,21
61,1,4:08.0,Detroit full timeout,,16,21
62,1,4:08.0,L. Galloway enters the game for B. Brown,,16,21
63,1,4:08.0,,S. Curry enters the game for M. Harkless,16,21
64,1,3:50.0,B. Griffin makes 3-pt jump shot from 24 ft,,19,21
65,1,3:29.0,,J. Nurkić misses 2-pt jump shot from 19 ft,19,21
66,1,3:27.0,Defensive rebound by I. Smith,,19,21
67,1,3:08.0,B. Griffin misses 2-pt layup from 4 ft (block by R. Hood),,19,21
68,1,3:08.0,,Defensive rebound by J. Nurkić,19,21
69,1,3:00.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by J. Nurkić),19,24
70,1,2:42.0,Shooting foul by A. Aminu (drawn by B. Griffin),,19,24
71,1,2:42.0,B. Griffin makes free throw 1 of 2,,20,24
72,1,2:42.0,B. Griffin makes free throw 2 of 2,,21,24
73,1,2:30.0,,A. Aminu makes 2-pt dunk at rim (assist by D. Lillard),21,26
74,1,2:18.0,I. Smith misses 2-pt layup from 3 ft (block by J. Nurkić),,21,26
75,1,2:18.0,,Defensive rebound by D. Lillard,21,26
76,1,2:11.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by D. Lillard),21,28
77,1,1:54.0,L. Kennard misses 2-pt jump shot from 16 ft,,21,28
78,1,1:51.0,,Defensive rebound by A. Aminu,21,28
79,1,1:40.0,,S. Curry makes 2-pt layup from 1 ft,21,30
80,1,1:27.0,A. Drummond makes 2-pt dunk at rim (assist by I. Smith),,23,30
81,1,1:08.0,,A. Aminu misses 2-pt dunk from 2 ft,23,30
82,1,1:06.0,Defensive rebound by L. Kennard,,23,30
83,1,1:00.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by L. Kennard),,26,30
84,1,0:49.0,,Personal foul by A. Drummond (drawn by S. Curry),26,30
85,1,0:49.0,,S. Curry makes free throw 1 of 2,26,31
86,1,0:49.0,T. Maker enters the game for A. Drummond,,26,31
87,1,0:49.0,,E. Freedom enters the game for J. Nurkić,26,31
88,1,0:49.0,,S. Curry makes free throw 2 of 2,26,32
89,1,0:44.0,Personal foul by D. Lillard (drawn by B. Griffin),,26,32
90,1,0:35.0,L. Kennard makes 2-pt layup at rim (assist by B. Griffin),,28,32
91,1,0:12.0,,E. Freedom misses 2-pt hook shot from 7 ft,28,32
92,1,0:10.0,Defensive rebound by L. Kennard,,28,32
93,1,0:02.0,T. Maker misses 3-pt jump shot from 24 ft,,28,32
94,1,0:00.0,,Defensive rebound by E. Freedom,28,32
95,2,11:37.0,,E. Freedom makes 2-pt dunk from 1 ft,28,34
96,2,11:18.0,L. Galloway misses 3-pt jump shot from 25 ft,,28,34
97,2,11:17.0,,Defensive rebound by E. Freedom,28,34
98,2,11:05.0,,E. Freedom misses 2-pt jump shot from 3 ft,28,34
99,2,11:01.0,Defensive rebound by I. Smith,,28,34
100,2,10:56.0,,Violation by Team (kicked ball),28,34
101,2,10:47.0,I. Smith misses 3-pt jump shot from 24 ft,,28,34
102,2,10:44.0,,Defensive rebound by Z. Collins,28,34
103,2,10:37.0,,Turnover by R. Hood (bad pass),28,34
104,2,10:31.0,Personal foul by R. Hood (drawn by L. Kennard),,28,34
105,2,10:23.0,L. Galloway misses 2-pt layup from 2 ft,,28,34
106,2,10:23.0,,Defensive rebound by Team,28,34
107,2,10:23.0,Loose ball foul by L. Galloway (drawn by E. Freedom),,28,34
108,2,10:08.0,,S. Curry makes 2-pt jump shot from 4 ft,28,36
109,2,9:58.0,I. Smith misses 2-pt layup from 1 ft,,28,36
110,2,9:57.0,,Defensive rebound by E. Freedom,28,36
111,2,9:53.0,,Personal foul by I. Smith (drawn by S. Curry),28,36
112,2,9:46.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by R. Hood),28,39
113,2,9:39.0,Detroit full timeout,,28,39
114,2,9:28.0,L. Kennard makes 2-pt jump shot from 18 ft,,30,39
115,2,9:05.0,,E. Freedom makes 2-pt hook shot from 1 ft (assist by R. Hood),30,41
116,2,8:46.0,T. Maker makes 3-pt jump shot from 22 ft (assist by Z. Pachulia),,33,41
117,2,8:28.0,,Turnover by E. Turner (bad pass; steal by Z. Pachulia),33,41
118,2,8:28.0,Personal take foul by R. Hood (drawn by I. Smith),,33,41
119,2,8:11.0,Z. Pachulia misses 2-pt jump shot from 22 ft,,33,41
120,2,8:09.0,,Defensive rebound by S. Curry,33,41
121,2,8:04.0,,Z. Collins makes 3-pt jump shot from 25 ft (assist by S. Curry),33,44
122,2,7:51.0,I. Smith makes 2-pt jump shot from 17 ft,,35,44
123,2,7:32.0,,S. Curry misses 2-pt layup from 2 ft,35,44
124,2,7:31.0,Defensive rebound by Z. Pachulia,,35,44
125,2,7:21.0,I. Smith makes 2-pt jump shot from 16 ft (assist by L. Kennard),,37,44
126,2,7:02.0,,Def 3 sec tech foul by Team,37,44
127,2,7:02.0,,S. Curry makes technical free throw,37,45
128,2,6:53.0,,R. Hood misses 2-pt jump shot from 14 ft,37,45
129,2,6:51.0,,Offensive rebound by Z. Collins,37,45
130,2,6:51.0,,Z. Collins makes 2-pt layup from 2 ft,37,47
131,2,6:51.0,,Shooting foul by Z. Pachulia (drawn by Z. Collins),37,47
132,2,6:51.0,,Z. Collins misses free throw 1 of 1,37,47
133,2,6:48.0,Defensive rebound by T. Maker,,37,47
134,2,6:37.0,I. Smith misses 2-pt layup from 3 ft,,37,47
135,2,6:35.0,,Defensive rebound by Z. Collins,37,47
136,2,6:21.0,,E. Freedom misses 2-pt jump shot from 17 ft,37,47
137,2,6:20.0,,Offensive rebound by Z. Collins,37,47
138,2,6:17.0,,Z. Collins makes 2-pt layup from 2 ft,37,49
139,2,6:01.0,Personal foul by R. Hood (drawn by L. Kennard),,37,49
140,2,6:01.0,A. Drummond enters the game for T. Maker,,37,49
141,2,6:01.0,B. Griffin enters the game for Z. Pachulia,,37,49
142,2,6:01.0,,A. Aminu enters the game for Z. Collins,37,49
143,2,6:01.0,,M. Harkless enters the game for R. Hood,37,49
144,2,6:01.0,,J. Nurkić enters the game for E. Freedom,37,49
145,2,5:47.0,A. Drummond makes 2-pt layup from 1 ft,,39,49
146,2,5:33.0,,J. Nurkić makes 2-pt jump shot from 10 ft (assist by E. Turner),39,51
147,2,5:17.0,B. Griffin makes 3-pt jump shot from 25 ft,,42,51
148,2,4:57.0,,A. Aminu misses 3-pt jump shot from 25 ft,42,51
149,2,4:54.0,Defensive rebound by I. Smith,,42,51
150,2,4:49.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by I. Smith),,45,51
151,2,4:49.0,,Portland full timeout,45,51
152,2,4:49.0,R. Jackson enters the game for I. Smith,,45,51
153,2,4:49.0,,D. Lillard enters the game for E. Turner,45,51
154,2,4:33.0,,Turnover by A. Aminu (bad pass; steal by A. Drummond),45,51
155,2,4:24.0,L. Galloway misses 3-pt jump shot from 25 ft,,45,51
156,2,4:22.0,Offensive rebound by A. Drummond,,45,51
157,2,4:21.0,L. Galloway misses 3-pt jump shot from 26 ft,,45,51
158,2,4:18.0,Offensive rebound by A. Drummond,,45,51
159,2,4:16.0,A. Drummond misses 2-pt layup from 2 ft,,45,51
160,2,4:12.0,Offensive rebound by L. Galloway,,45,51
161,2,4:12.0,L. Galloway misses 2-pt layup at rim,,45,51
162,2,4:12.0,,Defensive rebound by J. Nurkić,45,51
163,2,4:01.0,,J. Nurkić misses 2-pt hook shot from 3 ft,45,51
164,2,3:59.0,Defensive rebound by R. Jackson,,45,51
165,2,3:49.0,B. Griffin makes 2-pt hook shot from 8 ft,,47,51
166,2,3:32.0,,S. Curry misses 3-pt jump shot from 23 ft,47,51
167,2,3:31.0,,Offensive rebound by D. Lillard,47,51
168,2,3:29.0,,A. Aminu misses 2-pt layup from 3 ft (block by A. Drummond),47,51
169,2,3:26.0,,Offensive rebound by D. Lillard,47,51
170,2,3:21.0,,Turnover by D. Lillard (out of bounds lost ball),47,51
171,2,3:09.0,B. Griffin misses 3-pt jump shot from 26 ft,,47,51
172,2,3:05.0,,Defensive rebound by M. Harkless,47,51
173,2,2:55.0,,D. Lillard makes 2-pt jump shot from 19 ft,47,53
174,2,2:43.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by B. Griffin),,50,53
175,2,2:25.0,,Turnover by D. Lillard (lost ball; steal by L. Galloway),50,53
176,2,2:08.0,B. Griffin makes 2-pt hook shot from 4 ft,,52,53
177,2,1:43.0,,D. Lillard misses 2-pt jump shot from 20 ft,52,53
178,2,1:41.0,Defensive rebound by A. Drummond,,52,53
179,2,1:27.0,A. Drummond misses 2-pt layup from 1 ft,,52,53
180,2,1:24.0,,Defensive rebound by M. Harkless,52,53
181,2,1:15.0,,S. Curry makes 2-pt jump shot from 20 ft,52,55
182,2,0:57.0,L. Kennard makes 2-pt layup from 1 ft (assist by B. Griffin),,54,55
183,2,0:47.0,,Shooting foul by B. Griffin (drawn by S. Curry),54,55
184,2,0:47.0,,S. Curry makes free throw 1 of 2,54,56
185,2,0:47.0,B. Brown enters the game for A. Drummond,,54,56
186,2,0:47.0,T. Maker enters the game for L. Galloway,,54,56
187,2,0:47.0,,S. Curry makes free throw 2 of 2,54,57
188,2,0:32.0,L. Kennard misses 3-pt jump shot from 25 ft,,54,57
189,2,0:30.0,,Defensive rebound by J. Nurkić,54,57
190,2,0:10.0,,Turnover by D. Lillard (bad pass; steal by B. Brown),54,57
191,2,0:07.0,R. Jackson makes 2-pt dunk from 2 ft (assist by L. Kennard),,56,57
192,2,0:06.0,,Shooting foul by T. Maker (drawn by J. Nurkić),56,57
193,2,0:06.0,,J. Nurkić makes free throw 1 of 2,56,58
194,2,0:06.0,L. Galloway enters the game for B. Brown,,56,58
195,2,0:06.0,,E. Turner enters the game for D. Lillard,56,58
196,2,0:06.0,,J. Nurkić makes free throw 2 of 2,56,59
197,2,0:04.0,Personal take foul by M. Harkless (drawn by R. Jackson),,56,59
198,2,0:00.0,R. Jackson misses 3-pt jump shot from 34 ft,,56,59
199,2,0:00.0,Offensive rebound by Team,,56,59
200,3,11:40.0,,Shooting foul by B. Brown (drawn by J. Layman),56,59
201,3,11:40.0,,J. Layman misses free throw 1 of 2,56,59
202,3,11:40.0,,Offensive rebound by Team,56,59
203,3,11:40.0,,J. Layman makes free throw 2 of 2,56,60
204,3,11:26.0,B. Griffin makes 2-pt layup from 1 ft (assist by B. Brown),,58,60
205,3,11:02.0,,J. Nurkić misses 2-pt layup from 2 ft,58,60
206,3,11:02.0,Defensive rebound by Team,,58,60
207,3,10:48.0,Shooting foul by M. Harkless (drawn by A. Drummond),,58,60
208,3,10:48.0,A. Drummond makes free throw 1 of 2,,59,60
209,3,10:48.0,A. Drummond makes free throw 2 of 2,,60,60
210,3,10:41.0,,D. Lillard makes 3-pt jump shot from 29 ft,60,63
211,3,10:21.0,R. Jackson makes 2-pt jump shot from 4 ft (assist by W. Ellington),,62,63
212,3,10:07.0,,D. Lillard misses 3-pt jump shot from 31 ft,62,63
213,3,10:06.0,Defensive rebound by R. Jackson,,62,63
214,3,10:00.0,R. Jackson makes 2-pt layup from 1 ft,,64,63
215,3,9:36.0,,A. Aminu makes 2-pt dunk from 1 ft (assist by D. Lillard),64,65
216,3,9:11.0,R. Jackson misses 3-pt jump shot from 25 ft,,64,65
217,3,9:09.0,,Defensive rebound by J. Nurkić,64,65
218,3,8:59.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by M. Harkless),64,67
219,3,8:38.0,Shooting foul by M. Harkless (drawn by B. Griffin),,64,67
220,3,8:38.0,B. Griffin makes free throw 1 of 2,,65,67
221,3,8:38.0,B. Griffin makes free throw 2 of 2,,66,67
222,3,8:22.0,,M. Harkless makes 2-pt layup from 2 ft (assist by J. Nurkić),66,69
223,3,8:22.0,,Shooting foul by W. Ellington (drawn by M. Harkless),66,69
224,3,8:22.0,,M. Harkless makes free throw 1 of 1,66,70
225,3,8:09.0,R. Jackson misses 2-pt jump shot from 8 ft,,66,70
226,3,8:07.0,,Defensive rebound by A. Aminu,66,70
227,3,8:02.0,,Shooting foul by B. Brown (drawn by J. Layman),66,70
228,3,8:02.0,,J. Layman makes free throw 1 of 2,66,71
229,3,8:02.0,,J. Layman misses free throw 2 of 2,66,71
230,3,8:00.0,Defensive rebound by A. Drummond,,66,71
231,3,7:50.0,R. Jackson misses 3-pt jump shot from 27 ft,,66,71
232,3,7:47.0,Offensive rebound by A. Drummond,,66,71
233,3,7:43.0,B. Griffin makes 2-pt layup from 1 ft (assist by A. Drummond),,68,71
234,3,7:31.0,,J. Nurkić misses 2-pt layup from 1 ft,68,71
235,3,7:29.0,Defensive rebound by B. Griffin,,68,71
236,3,7:24.0,W. Ellington makes 2-pt layup from 1 ft,,70,71
237,3,7:24.0,,Portland full timeout,70,71
238,3,7:05.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by M. Harkless),70,74
239,3,6:48.0,B. Griffin makes 2-pt hook shot from 4 ft,,72,74
240,3,6:30.0,,Turnover by J. Layman (lost ball; steal by R. Jackson),72,74
241,3,6:27.0,Shooting foul by J. Nurkić (drawn by A. Drummond),,72,74
242,3,6:27.0,A. Drummond makes free throw 1 of 2,,73,74
243,3,6:27.0,A. Drummond makes free throw 2 of 2,,74,74
244,3,6:08.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by J. Nurkić),74,76
245,3,5:49.0,Def 3 sec tech foul by Team,,74,76
246,3,5:49.0,W. Ellington makes technical free throw,,75,76
247,3,5:49.0,,R. Hood enters the game for J. Layman,75,76
